customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,tenure_group,monthly_charge_group,total_charge_group,tenure_years,new_customer,long_term_customer,avg_monthly_charges,revenue_per_year,has_streaming,has_internet,num_services,paperless_and_monthly,automatic_payments,total_charges_per_service,monthly_charges_per_service,loyal_high_spender
8634-CILSZ,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,Yes,49-72m,Very High (>$100),P90-100,5.75,0,1,104.64275362318841,1255.713043478261,Yes,Yes,6,No,Yes,1031.48,14.96,Yes
5419-JKZNQ,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,No,25-48m,High ($70-$100),P50-75,2.5,0,0,78.38166666666666,940.5799999999999,No,Yes,2,No,No,783.82,25.97,No
2495-KZNFB,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,No,25-48m,High ($70-$100),P50-75,2.75,0,0,90.5939393939394,1087.1272727272726,Yes,Yes,4,Yes,No,597.92,18.13,No
1409-PHXTF,Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,No,49-72m,Very High (>$100),P90-100,4.5,0,1,112.55092592592592,1350.611111111111,Yes,Yes,7,No,No,759.72,13.81,Yes
4560-WQAQW,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,No,49-72m,Medium ($40-$70),P75-90,4.916666666666667,0,1,68.99915254237288,827.9898305084745,Yes,Yes,5,No,Yes,678.49,11.45,No
9591-YVTEB,Male,1,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,No,49-72m,Medium ($40-$70),P50-75,4.583333333333333,0,1,45.07363636363637,540.8836363636365,Yes,Yes,4,Yes,No,495.81,8.97,No
9309-BZGNT,Male,1,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,No,49-72m,Low(<40$),P50-75,5.75,0,1,30.93188405797102,371.1826086956522,No,Yes,2,No,Yes,711.43,9.93,No
4274-DRSQT,Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,No,49-72m,High ($70-$100),P90-100,5.5,0,1,90.91060606060607,1090.9272727272728,Yes,Yes,4,No,Yes,1200.02,17.78,No
2027-DNKIV,Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,No,25-48m,Medium ($40-$70),P50-75,3.0833333333333335,0,0,59.54324324324324,714.5189189189189,No,Yes,5,No,No,367.18,9.79,No
8075-GXIUB,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,No,0-12m,Low(<40$),P10-25,0.75,1,0,20.35,244.20000000000002,No,No,1,No,Yes,91.58,9.93,No
2885-HIJDH,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,No,49-72m,High ($70-$100),P90-100,5.75,0,1,89.7695652173913,1077.2347826086957,Yes,Yes,7,No,Yes,774.26,10.86,No
5424-RLQLC,Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,No,0-12m,Medium ($40-$70),P25-50,0.8333333333333334,1,0,63.895,766.74,Yes,Yes,4,No,No,127.79,11.93,No
6682-QJDGB,Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,25-48m,Medium ($40-$70),P50-75,3.3333333333333335,0,0,53.48,641.7599999999999,No,Yes,4,No,No,427.84,11.05,No
6507-DTJZV,Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,No,13-24m,Medium ($40-$70),P25-50,1.0833333333333333,0,0,63.98076923076923,767.7692307692308,Yes,Yes,4,Yes,Yes,166.35,13.28,No
8780-IXSTS,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,Yes,0-12m,High ($70-$100),P25-50,0.5,1,0,86.88333333333333,1042.6,Yes,Yes,4,Yes,No,104.26,18.02,No
7673-BQGKU,Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,No,49-72m,Low(<40$),P25-50,5.75,0,1,19.384057971014492,232.6086956521739,No,No,1,No,Yes,668.75,10.07,No
6723-WSNTY,Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,No,49-72m,Very High (>$100),P90-100,5.5,0,1,108.81742424242424,1305.8090909090909,Yes,Yes,7,No,Yes,897.74,13.51,Yes
9530-EHPOH,Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,Yes,0-12m,Medium ($40-$70),P25-50,0.9166666666666666,1,0,55.27272727272727,663.2727272727273,No,Yes,3,Yes,No,152.0,13.44,No
2725-IWWBA,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,56.9,2560.1,No,25-48m,Medium ($40-$70),P50-75,3.8333333333333335,0,0,55.654347826086955,667.8521739130434,No,Yes,5,No,No,426.68,9.48,No
0345-HKJVM,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.3,577.6,Yes,0-12m,High ($70-$100),P25-50,0.5,1,0,96.26666666666667,1155.2,Yes,Yes,4,Yes,No,115.52,17.86,No
1061-PNTHC,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,109.6,5953.0,No,49-72m,Very High (>$100),P75-90,4.666666666666667,0,1,106.30357142857143,1275.642857142857,Yes,Yes,7,No,No,744.12,13.7,Yes
0394-YONDK,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.15,1790.15,No,49-72m,Low(<40$),P50-75,5.833333333333333,0,1,25.57357142857143,306.8828571428572,No,No,1,No,Yes,895.08,12.58,No
6574-MCOEH,Female,0,Yes,Yes,33,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15,2531.4,No,25-48m,High ($70-$100),P50-75,2.75,0,0,76.70909090909092,920.5090909090909,Yes,Yes,6,No,No,361.63,11.31,No
7399-QHBJS,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),66.75,4760.3,No,49-72m,Medium ($40-$70),P75-90,6.0,0,1,66.11527777777778,793.3833333333333,No,Yes,5,No,Yes,793.38,11.12,No
3049-SOLAY,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.2,292.85,Yes,0-12m,High ($70-$100),P10-25,0.25,1,0,97.61666666666667,1171.4,Yes,Yes,4,Yes,No,58.57,19.04,No
0997-YTLNY,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,48.8,953.65,No,13-24m,Medium ($40-$70),P25-50,1.5833333333333333,0,0,50.19210526315789,602.3052631578947,No,Yes,3,No,No,238.41,12.2,No
3317-HRTNN,Female,1,No,No,5,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.7,198.0,Yes,0-12m,Medium ($40-$70),P10-25,0.4166666666666667,1,0,39.6,475.2,Yes,Yes,3,Yes,No,49.5,11.42,No
9479-HYNYL,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,No,49-72m,High ($70-$100),P75-90,5.916666666666667,0,1,80.35281690140846,964.2338028169014,Yes,Yes,7,No,Yes,713.13,10.09,No
3235-ETOOB,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,609.9,Yes,0-12m,High ($70-$100),P25-50,0.6666666666666666,1,0,76.2375,914.85,No,Yes,3,Yes,No,152.48,18.62,No
9708-KFDBY,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,20.55,246.60000000000002,No,No,1,Yes,Yes,10.28,10.28,No
8058-INTPH,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.65,79.65,Yes,0-12m,High ($70-$100),P0-10,0.08333333333333333,1,0,79.65,955.8000000000001,Yes,Yes,3,Yes,No,19.91,19.91,No
3642-GKTCT,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,115.1,6993.65,No,49-72m,Very High (>$100),P90-100,5.083333333333333,0,1,114.64999999999999,1375.8,Yes,Yes,8,No,No,777.07,12.79,Yes
0774-RMNUW,Female,0,Yes,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.7,4122.65,No,49-72m,Medium ($40-$70),P75-90,5.916666666666667,0,1,58.06549295774647,696.7859154929577,Yes,Yes,6,No,Yes,588.95,8.53,No
1334-PDUKM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,49-72m,High ($70-$100),P75-90,5.666666666666667,0,1,84.74926470588235,1016.9911764705881,No,Yes,4,No,Yes,1152.59,17.29,No
0756-MPZRL,Male,0,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),33.7,1537.85,No,25-48m,Low(<40$),P50-75,3.8333333333333335,0,0,33.43152173913043,401.1782608695652,No,Yes,3,No,Yes,384.46,8.43,No
2242-MFOTG,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),80.1,2603.3,No,25-48m,High ($70-$100),P50-75,2.75,0,0,78.88787878787879,946.6545454545455,No,Yes,3,No,Yes,650.83,20.02,No
2927-CVULT,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),104.05,5566.4,No,49-72m,Very High (>$100),P75-90,4.416666666666667,0,1,105.02641509433961,1260.3169811320754,Yes,Yes,7,No,Yes,695.8,13.01,Yes
2144-BFDSO,Female,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,No,49-72m,Very High (>$100),P75-90,4.166666666666667,0,1,108.63799999999999,1303.6559999999997,Yes,Yes,7,Yes,Yes,678.99,13.59,Yes
8745-PVESG,Female,0,No,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),41.1,2258.25,No,49-72m,Medium ($40-$70),P50-75,4.75,0,1,39.61842105263158,475.42105263157896,No,Yes,4,No,Yes,451.65,8.22,No
7647-GYYKX,Female,0,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.35,1092.35,No,49-72m,Low(<40$),P25-50,4.5,0,1,20.2287037037037,242.7444444444444,No,No,1,No,Yes,546.17,10.18,No
5647-FXOTP,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,49-72m,Very High (>$100),P90-100,5.0,0,1,106.6875,1280.25,Yes,Yes,6,Yes,No,914.46,15.13,Yes
5569-OUICF,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.3,2812.2,Yes,25-48m,Very High (>$100),P50-75,2.3333333333333335,0,0,100.43571428571428,1205.2285714285713,Yes,Yes,5,Yes,Yes,468.7,16.88,No
8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.05,80.05,Yes,0-12m,High ($70-$100),P0-10,0.08333333333333333,1,0,80.05,960.6,Yes,Yes,3,No,No,20.01,20.01,No
2082-OJVTK,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2698.35,Yes,25-48m,High ($70-$100),P50-75,2.4166666666666665,0,0,93.04655172413793,1116.5586206896553,Yes,Yes,4,Yes,No,539.67,17.84,No
9700-ISPUP,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,No,0-12m,Medium ($40-$70),P25-50,0.8333333333333334,1,0,61.69,740.28,Yes,Yes,5,Yes,No,102.82,10.92,No
9839-ETQOE,Male,0,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.45,1912.85,No,25-48m,Medium ($40-$70),P50-75,3.5833333333333335,0,0,44.48488372093023,533.8186046511628,No,Yes,4,Yes,No,382.57,8.09,No
6078-VESFR,Male,1,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.45,849.1,No,13-24m,High ($70-$100),P25-50,1.0833333333333333,0,0,65.31538461538462,783.7846153846154,No,Yes,2,Yes,Yes,283.03,23.48,No
9027-TMATR,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,78.8,3460.3,No,25-48m,High ($70-$100),P50-75,3.5833333333333335,0,0,80.47209302325582,965.6651162790698,Yes,Yes,7,No,No,432.54,9.85,No
5940-NFXKV,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.65,1465.75,Yes,13-24m,High ($70-$100),P50-75,1.5833333333333333,0,0,77.14473684210526,925.7368421052632,Yes,Yes,3,Yes,No,366.44,20.91,No
1941-HOSAM,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.1,90.1,No,0-12m,High ($70-$100),P10-25,0.08333333333333333,1,0,90.1,1081.2,Yes,Yes,4,Yes,No,18.02,18.02,No
9110-HSGTV,Female,0,No,No,69,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,No,49-72m,High ($70-$100),P75-90,5.75,0,1,80.51159420289855,966.1391304347826,Yes,Yes,7,No,Yes,694.41,10.31,No
0704-VCUMB,Female,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1278.8,No,49-72m,Low(<40$),P25-50,5.083333333333333,0,1,20.963934426229507,251.5672131147541,No,No,1,No,Yes,639.4,10.12,No
6171-ZTVYB,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35,No,25-48m,Medium ($40-$70),P50-75,3.5833333333333335,0,0,67.61279069767441,811.353488372093,No,Yes,5,Yes,Yes,484.56,11.04,No
8053-WWDRO,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0-12m,Low(<40$),P10-25,0.5,1,0,24.383333333333336,292.6,No,No,1,Yes,Yes,73.15,9.75,No
9564-KCLHR,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.25,51.25,Yes,0-12m,Medium ($40-$70),P0-10,0.08333333333333333,1,0,51.25,615.0,No,Yes,3,No,No,12.81,12.81,No
1935-IMVBB,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.7,4952.95,No,49-72m,High ($70-$100),P75-90,4.666666666666667,0,1,88.44553571428571,1061.3464285714285,Yes,Yes,4,No,No,990.59,17.94,No
2535-PBCGC,Female,0,Yes,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.55,4504.9,No,49-72m,Medium ($40-$70),P75-90,5.833333333333333,0,1,64.35571428571428,772.2685714285714,Yes,Yes,7,No,Yes,563.11,8.07,No
2082-CEFLT,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,0-12m,Medium ($40-$70),P0-10,0.08333333333333333,1,0,45.6,547.2,No,Yes,2,Yes,No,15.2,15.2,No
1470-PSXNM,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,49-72m,High ($70-$100),P75-90,4.083333333333333,0,1,92.24795918367346,1106.9755102040817,Yes,Yes,5,No,No,753.36,15.61,No
1213-NGCUN,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,0-12m,Medium ($40-$70),P10-25,0.5,1,0,44.55833333333334,534.7,No,Yes,3,Yes,Yes,66.84,12.41,No
2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,25-48m,High ($70-$100),P50-75,2.6666666666666665,0,0,72.4015625,868.81875,Yes,Yes,7,No,No,289.61,9.2,No
9866-OCCKE,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,49-72m,Very High (>$100),P90-100,6.0,0,1,112.1576388888889,1345.8916666666667,Yes,Yes,7,No,No,1009.42,13.72,Yes
5338-YHWYT,Male,0,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,25-48m,Medium ($40-$70),P50-75,3.0833333333333335,0,0,62.225675675675674,746.708108108108,No,Yes,5,No,Yes,383.72,10.24,No
7718-UPSKJ,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,49-72m,Very High (>$100),P90-100,5.75,0,1,105.1,1261.2,Yes,Yes,7,No,Yes,906.49,13.3,Yes
8731-WBBMB,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,25-48m,High ($70-$100),P50-75,2.1666666666666665,0,0,79.94423076923077,959.3307692307694,Yes,Yes,7,Yes,Yes,259.82,10.24,No
1448-CYWKC,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,49-72m,Very High (>$100),P90-100,4.833333333333333,0,1,107.33448275862068,1288.0137931034483,Yes,Yes,6,No,Yes,889.34,15.03,Yes
7901-IIDQV,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,13-24m,Medium ($40-$70),P25-50,2.0,0,0,51.760416666666664,621.125,No,Yes,3,No,Yes,310.56,13.65,No
2690-DVRVK,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,0-12m,Low(<40$),P10-25,0.4166666666666667,1,0,19.89,238.68,No,No,1,No,No,49.72,10.28,No
5688-KZTSN,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,13-24m,Low(<40$),P10-25,1.25,0,0,19.203333333333333,230.44,No,No,1,Yes,No,144.02,10.0,No
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,25-48m,Low(<40$),P25-50,2.5,0,0,19.975,239.7,No,No,1,No,No,299.62,9.85,No
0334-ZFJSR,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,49-72m,Medium ($40-$70),P50-75,4.583333333333333,0,1,62.947272727272725,755.3672727272727,No,Yes,5,No,Yes,577.02,11.01,No
2894-QOJRX,Female,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,25-48m,Low(<40$),P25-50,2.0833333333333335,0,0,34.12,409.44,Yes,Yes,2,Yes,Yes,284.33,11.33,No
5747-PMBSQ,Male,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,0-12m,High ($70-$100),P25-50,0.8333333333333334,1,0,93.41,1120.92,Yes,Yes,6,No,No,133.44,13.21,No
5583-EJXRD,Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,25-48m,Medium ($40-$70),P50-75,3.6666666666666665,0,0,53.98181818181818,647.7818181818182,Yes,Yes,6,No,Yes,339.31,7.72,No
4565-EVZMJ,Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,25-48m,Medium ($40-$70),P50-75,3.9166666666666665,0,0,59.85212765957447,718.2255319148937,No,Yes,5,No,No,468.84,9.82,No
3143-JQEGI,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,13-24m,High ($70-$100),P25-50,1.0833333333333333,0,0,94.06153846153846,1128.7384615384615,Yes,Yes,4,Yes,No,244.56,17.67,No
6386-SZZKH,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,49-72m,Very High (>$100),P75-90,4.083333333333333,0,1,108.02448979591837,1296.2938775510204,Yes,Yes,7,No,Yes,661.65,13.49,Yes
3327-YBAKM,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,49-72m,High ($70-$100),P90-100,5.333333333333333,0,1,98.66171875,1183.9406250000002,Yes,Yes,6,No,No,902.05,13.84,No
9441-QHEVC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,0-12m,Low(<40$),P0-10,0.08333333333333333,1,0,19.1,229.20000000000002,No,No,1,No,No,9.55,9.55,No
6705-LNMDD,Male,0,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,13-24m,Medium ($40-$70),P25-50,1.6666666666666667,0,0,50.152499999999996,601.8299999999999,No,Yes,3,No,No,250.76,12.5,No
2580-ASVVY,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,25-48m,Medium ($40-$70),P50-75,3.0833333333333335,0,0,43.056756756756755,516.6810810810811,Yes,Yes,4,No,No,318.62,9.08,No
3370-GQEAL,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,25-48m,High ($70-$100),P50-75,2.5,0,0,83.66499999999999,1003.9799999999999,Yes,Yes,3,Yes,No,627.49,21.36,No
5032-USPKF,Female,0,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,25-48m,High ($70-$100),P50-75,3.1666666666666665,0,0,83.88552631578948,1006.6263157894738,Yes,Yes,7,No,Yes,398.46,10.51,No
2982-IHMFT,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,0-12m,High ($70-$100),P0-10,0.08333333333333333,1,0,74.45,893.4000000000001,No,Yes,2,No,No,24.82,24.82,No
3521-SYVOR,Female,0,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,25-48m,Medium ($40-$70),P50-75,3.0833333333333335,0,0,63.38378378378378,760.6054054054053,Yes,Yes,4,Yes,No,469.04,12.95,No
4254-QPEDE,Female,0,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,49-72m,Medium ($40-$70),P50-75,4.333333333333333,0,1,64.04038461538461,768.4846153846154,Yes,Yes,7,No,Yes,416.26,8.28,No
6283-GITPX,Male,0,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,49-72m,High ($70-$100),P75-90,5.916666666666667,0,1,77.78450704225352,933.4140845070422,Yes,Yes,7,No,Yes,690.34,9.61,No
9526-JAWYF,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,25-48m,High ($70-$100),P50-75,2.1666666666666665,0,0,89.81923076923077,1077.8307692307694,Yes,Yes,5,Yes,No,389.22,14.97,No
0771-CHWSK,Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,49-72m,High ($70-$100),P75-90,5.5,0,1,72.7030303030303,872.4363636363636,Yes,Yes,6,No,Yes,685.49,10.66,No
9788-HNGUT,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,49-72m,Very High (>$100),P90-100,6.0,0,1,119.36666666666666,1432.3999999999999,Yes,Yes,8,No,Yes,954.93,12.99,Yes
9495-REDIY,Male,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,25-48m,Medium ($40-$70),P25-50,2.0833333333333335,0,0,38.821999999999996,465.8639999999999,Yes,Yes,3,No,Yes,242.64,10.16,No
